model,image
4cnn_tz_5_0_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/apple/img_133_tz_0.png
4cnn_tz_5_0_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/apple/img_211_tz_0.png
4cnn_tz_5_0_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/apple/img_158_tz_0.png
6cnn_tz_67_11_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/monitor/img_208_tz_0.png
6cnn_tz_67_11_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/monitor/img_265_tz_0.png
6cnn_tz_67_11_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/monitor/img_96_tz_0.png
6cnn_tz_67_11_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/monitor/img_205_tz_0.png
6cnn_tz_67_11_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/monitor/img_211_tz_0.png
6cnn_tz_67_11_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/monitor/img_453_tz_0.png
6cnn_tz_67_11_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/monitor/img_465_tz_0.png
6cnn_tz_67_11_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/monitor/img_194_tz_0.png
6cnn_tz_67_11_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/monitor/img_412_tz_0.png
6cnn_tz_67_11_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/monitor/img_314_tz_0.png
6cnn_ry_118_19_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/wine_glass/img_27_ry_0.png
6cnn_ry_118_19_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/wine_glass/img_158_ry_0.png
6cnn_ry_118_19_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/wine_glass/img_320_ry_0.png
6cnn_ry_118_19_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/wine_glass/img_113_ry_0.png
6cnn_ry_118_19_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/wine_glass/img_446_ry_0.png
6cnn_ry_118_19_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/wine_glass/img_43_ry_0.png
6cnn_ry_118_19_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/wine_glass/img_59_ry_0.png
6cnn_ry_118_19_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/wine_glass/img_235_ry_0.png
6cnn_tz_52_8_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/honey_jar/img_135_tz_0.png
6cnn_tz_52_8_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/honey_jar/img_359_tz_0.png
6cnn_tz_52_8_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/honey_jar/img_268_tz_0.png
6cnn_tz_52_8_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/honey_jar/img_448_tz_0.png
6cnn_tz_52_8_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/honey_jar/img_207_tz_0.png
6cnn_tz_52_8_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/honey_jar/img_456_tz_0.png
6cnn_tz_52_8_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/honey_jar/img_7_tz_0.png
6cnn_tz_52_8_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/honey_jar/img_197_tz_0.png
6cnn_tz_94_15_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/rubber_duck/img_236_tz_0.png
6cnn_tz_94_15_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/rubber_duck/img_485_tz_0.png
6cnn_tz_94_15_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/rubber_duck/img_284_tz_0.png
6cnn_tz_94_15_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/rubber_duck/img_161_tz_0.png
6cnn_tz_94_15_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/rubber_duck/img_152_tz_0.png
6cnn_tz_94_15_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/rubber_duck/img_473_tz_0.png
6cnn_tz_91_15_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/rubber_duck/img_236_tz_0.png
6cnn_tz_91_15_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/rubber_duck/img_485_tz_0.png
6cnn_tz_91_15_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/rubber_duck/img_284_tz_0.png
6cnn_tz_91_15_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/rubber_duck/img_161_tz_0.png
6cnn_tz_91_15_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/rubber_duck/img_152_tz_0.png
6cnn_tz_91_15_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/rubber_duck/img_473_tz_0.png
6cnn_ry_30_5_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/carafe/img_310_ry_0.png
6cnn_ry_30_5_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/carafe/img_443_ry_0.png
6cnn_ry_30_5_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/carafe/img_354_ry_0.png
6cnn_ry_30_5_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/carafe/img_259_ry_0.png
6cnn_ry_30_5_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/carafe/img_337_ry_0.png
6cnn_ry_30_5_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/carafe/img_469_ry_0.png
6cnn_ry_30_5_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/carafe/img_43_ry_0.png
6cnn_ry_30_5_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/carafe/img_311_ry_0.png
6cnn_ry_48_8_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/honey_jar/img_258_ry_0.png
6cnn_ry_48_8_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/honey_jar/img_417_ry_0.png
6cnn_ry_48_8_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/honey_jar/img_71_ry_0.png
6cnn_ry_48_8_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/honey_jar/img_51_ry_0.png
6cnn_ry_48_8_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/honey_jar/img_305_ry_0.png
6cnn_ry_48_8_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/honey_jar/img_254_ry_0.png
6cnn_ry_40_6_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/cereal_box/img_194_ry_0.png
6cnn_ry_40_6_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/cereal_box/img_358_ry_0.png
6cnn_ry_40_6_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/cereal_box/img_451_ry_0.png
6cnn_ry_40_6_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/cereal_box/img_135_ry_0.png
6cnn_ry_9_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_483_ry_0.png
6cnn_ry_9_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_203_ry_0.png
6cnn_ry_9_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_91_ry_0.png
6cnn_ry_9_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_347_ry_0.png
6cnn_ry_9_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_63_ry_0.png
6cnn_ry_9_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_28_ry_0.png
6cnn_ry_9_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_457_ry_0.png
6cnn_ry_9_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_326_ry_0.png
6cnn_ry_9_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_175_ry_0.png
6cnn_tz_55_9_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/jam_jar/img_375_tz_0.png
6cnn_tz_55_9_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/jam_jar/img_179_tz_0.png
6cnn_tz_55_9_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/jam_jar/img_85_tz_0.png
6cnn_tz_55_9_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/jam_jar/img_263_tz_0.png
6cnn_tz_55_9_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/jam_jar/img_442_tz_0.png
6cnn_tz_55_9_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/jam_jar/img_384_tz_0.png
6cnn_tz_55_9_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/jam_jar/img_38_tz_0.png
4cnn_tz_7_1_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/beer_bottle/img_142_tz_0.png
4cnn_tz_7_1_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/beer_bottle/img_286_tz_0.png
4cnn_tz_39_6_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/cereal_box/img_313_tz_0.png
4cnn_tz_39_6_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/cereal_box/img_219_tz_0.png
4cnn_tz_39_6_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/cereal_box/img_310_tz_0.png
4cnn_tz_39_6_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/cereal_box/img_232_tz_0.png
4cnn_tz_39_6_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/cereal_box/img_107_tz_0.png
4cnn_tz_39_6_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/cereal_box/img_421_tz_0.png
4cnn_tz_39_6_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/cereal_box/img_394_tz_0.png
6cnn_tz_18_3_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/book/img_25_tz_0.png
6cnn_tz_18_3_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/book/img_116_tz_0.png
6cnn_tz_18_3_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/book/img_480_tz_0.png
6cnn_tz_18_3_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/book/img_371_tz_0.png
6cnn_tz_18_3_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/book/img_345_tz_0.png
6cnn_tz_18_3_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/book/img_212_tz_0.png
6cnn_tz_18_3_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/book/img_151_tz_0.png
6cnn_tz_18_3_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/book/img_248_tz_0.png
6cnn_tz_18_3_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/book/img_196_tz_0.png
6cnn_tz_18_3_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/book/img_462_tz_0.png
6cnn_tz_18_3_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/book/img_436_tz_0.png
6cnn_tz_18_3_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/book/img_108_tz_0.png
6cnn_tz_18_3_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/book/img_295_tz_0.png
4cnn_tz_37_6_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/cereal_box/img_313_tz_0.png
4cnn_tz_37_6_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/cereal_box/img_219_tz_0.png
4cnn_tz_37_6_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/cereal_box/img_310_tz_0.png
4cnn_tz_37_6_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/cereal_box/img_232_tz_0.png
4cnn_tz_37_6_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/cereal_box/img_107_tz_0.png
4cnn_tz_37_6_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/cereal_box/img_421_tz_0.png
4cnn_tz_37_6_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/cereal_box/img_394_tz_0.png
4cnn_tz_33_5_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/carafe/img_375_tz_0.png
4cnn_tz_33_5_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/carafe/img_87_tz_0.png
4cnn_tz_33_5_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/carafe/img_386_tz_0.png
4cnn_tz_33_5_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/carafe/img_225_tz_0.png
4cnn_tz_33_5_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/carafe/img_257_tz_0.png
4cnn_tz_33_5_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/carafe/img_315_tz_0.png
4cnn_tz_33_5_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/carafe/img_353_tz_0.png
4cnn_tz_33_5_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/carafe/img_432_tz_0.png
4cnn_tz_33_5_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/carafe/img_285_tz_0.png
4cnn_tz_33_5_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/carafe/img_258_tz_0.png
4cnn_tz_33_5_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/carafe/img_215_tz_0.png
4cnn_tz_33_5_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/carafe/img_146_tz_0.png
4cnn_tz_0_0_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/apple/img_32_tz_0.png
4cnn_tz_0_0_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/apple/img_6_tz_0.png
4cnn_tz_0_0_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/apple/img_5_tz_0.png
4cnn_tz_0_0_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/apple/img_471_tz_0.png
4cnn_tz_0_0_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/apple/img_133_tz_0.png
4cnn_tz_0_0_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/apple/img_211_tz_0.png
4cnn_tz_0_0_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/apple/img_158_tz_0.png
6cnn_ry_94_15_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/rubber_duck/img_408_ry_0.png
6cnn_ry_94_15_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/rubber_duck/img_84_ry_0.png
6cnn_ry_94_15_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/rubber_duck/img_263_ry_0.png
6cnn_ry_94_15_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/rubber_duck/img_389_ry_0.png
6cnn_ry_94_15_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/rubber_duck/img_232_ry_0.png
6cnn_ry_94_15_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/rubber_duck/img_448_ry_0.png
6cnn_ry_94_15_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/rubber_duck/img_492_ry_0.png
6cnn_ry_94_15_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/rubber_duck/img_435_ry_0.png
4cnn_tz_8_1_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/beer_bottle/img_142_tz_0.png
4cnn_tz_8_1_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/beer_bottle/img_286_tz_0.png
6cnn_tz_102_17_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/telephone/img_489_tz_0.png
6cnn_tz_102_17_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/telephone/img_96_tz_0.png
6cnn_tz_102_17_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/telephone/img_154_tz_0.png
6cnn_tz_102_17_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/telephone/img_277_tz_0.png
6cnn_tz_102_17_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/telephone/img_229_tz_0.png
6cnn_tz_102_17_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/telephone/img_127_tz_0.png
6cnn_tz_70_11_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/monitor/img_208_tz_0.png
6cnn_tz_70_11_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/monitor/img_265_tz_0.png
6cnn_tz_70_11_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/monitor/img_96_tz_0.png
6cnn_tz_70_11_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/monitor/img_205_tz_0.png
6cnn_tz_70_11_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/monitor/img_211_tz_0.png
6cnn_tz_70_11_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/monitor/img_453_tz_0.png
6cnn_tz_70_11_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/monitor/img_465_tz_0.png
6cnn_tz_70_11_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/monitor/img_194_tz_0.png
6cnn_tz_70_11_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/monitor/img_412_tz_0.png
6cnn_tz_70_11_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/monitor/img_314_tz_0.png
6cnn_ry_91_15_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/rubber_duck/img_408_ry_0.png
6cnn_ry_91_15_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/rubber_duck/img_84_ry_0.png
6cnn_ry_91_15_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/rubber_duck/img_263_ry_0.png
6cnn_ry_91_15_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/rubber_duck/img_389_ry_0.png
6cnn_ry_91_15_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/rubber_duck/img_232_ry_0.png
6cnn_ry_91_15_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/rubber_duck/img_448_ry_0.png
6cnn_ry_91_15_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/rubber_duck/img_492_ry_0.png
6cnn_ry_91_15_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/rubber_duck/img_435_ry_0.png
6cnn_tz_15_2_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/biscuit_box/img_150_tz_0.png
6cnn_tz_15_2_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/biscuit_box/img_147_tz_0.png
6cnn_tz_15_2_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/biscuit_box/img_222_tz_0.png
6cnn_tz_15_2_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/biscuit_box/img_396_tz_0.png
6cnn_tz_15_2_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/biscuit_box/img_442_tz_0.png
6cnn_tz_15_2_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/biscuit_box/img_380_tz_0.png
6cnn_tz_15_2_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/biscuit_box/img_425_tz_0.png
6cnn_tz_15_2_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/biscuit_box/img_46_tz_0.png
6cnn_tz_15_2_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/biscuit_box/img_55_tz_0.png
6cnn_tz_15_2_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/biscuit_box/img_188_tz_0.png
6cnn_ry_80_13_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/orange/img_417_ry_0.png
6cnn_ry_80_13_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/orange/img_354_ry_0.png
6cnn_ry_80_13_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/orange/img_172_ry_0.png
6cnn_ry_80_13_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/orange/img_382_ry_0.png
6cnn_ry_80_13_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/orange/img_114_ry_0.png
6cnn_ry_80_13_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/orange/img_186_ry_0.png
6cnn_ry_80_13_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/orange/img_219_ry_0.png
6cnn_ry_80_13_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/orange/img_341_ry_0.png
6cnn_ry_80_13_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/orange/img_28_ry_0.png
6cnn_ry_105_17_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/telephone/img_429_ry_0.png
6cnn_ry_105_17_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/telephone/img_328_ry_0.png
6cnn_ry_105_17_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/telephone/img_279_ry_0.png
6cnn_ry_105_17_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/telephone/img_191_ry_0.png
6cnn_ry_105_17_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/telephone/img_247_ry_0.png
6cnn_ry_105_17_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/telephone/img_356_ry_0.png
6cnn_ry_105_17_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/telephone/img_161_ry_0.png
6cnn_ry_105_17_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/telephone/img_449_ry_0.png
6cnn_ry_68_11_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/monitor/img_408_ry_0.png
6cnn_ry_68_11_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/monitor/img_189_ry_0.png
6cnn_ry_68_11_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/monitor/img_27_ry_0.png
6cnn_ry_68_11_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/monitor/img_317_ry_0.png
6cnn_ry_68_11_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/monitor/img_353_ry_0.png
6cnn_ry_68_11_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/monitor/img_251_ry_0.png
6cnn_ry_68_11_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/monitor/img_114_ry_0.png
6cnn_ry_68_11_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/monitor/img_409_ry_0.png
6cnn_ry_68_11_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/monitor/img_68_ry_0.png
6cnn_ry_10_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_483_ry_0.png
6cnn_ry_10_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_203_ry_0.png
6cnn_ry_10_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_91_ry_0.png
6cnn_ry_10_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_347_ry_0.png
6cnn_ry_10_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_63_ry_0.png
6cnn_ry_10_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_28_ry_0.png
6cnn_ry_10_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_457_ry_0.png
6cnn_ry_10_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_326_ry_0.png
6cnn_ry_10_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_175_ry_0.png
6cnn_tz_93_15_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/rubber_duck/img_236_tz_0.png
6cnn_tz_93_15_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/rubber_duck/img_485_tz_0.png
6cnn_tz_93_15_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/rubber_duck/img_284_tz_0.png
6cnn_tz_93_15_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/rubber_duck/img_161_tz_0.png
6cnn_tz_93_15_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/rubber_duck/img_152_tz_0.png
6cnn_tz_93_15_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/rubber_duck/img_473_tz_0.png
6cnn_tz_54_9_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/jam_jar/img_375_tz_0.png
6cnn_tz_54_9_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/jam_jar/img_179_tz_0.png
6cnn_tz_54_9_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/jam_jar/img_85_tz_0.png
6cnn_tz_54_9_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/jam_jar/img_263_tz_0.png
6cnn_tz_54_9_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/jam_jar/img_442_tz_0.png
6cnn_tz_54_9_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/jam_jar/img_384_tz_0.png
6cnn_tz_54_9_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/jam_jar/img_38_tz_0.png
4cnn_ry_6_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_483_ry_0.png
4cnn_ry_6_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_203_ry_0.png
4cnn_ry_6_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_231_ry_0.png
4cnn_ry_6_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_91_ry_0.png
4cnn_ry_6_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_347_ry_0.png
4cnn_ry_6_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_63_ry_0.png
